FormID;Block;Sub-Block;EditorID;Name;Ownership;Location;LightingTemplate;ImageSpace;AcousticSpace;Music;Navmeshes;References;Persistent;Deleted;Disabled;Spawns;SpawnsList;Lights;Sounds;Furnitures;Containers
[02018CE1];1;0;DLC1zFalmerValley04;Quick Test Cell;;;DefaultLightingTemplate;AAAPurkeyCave01;;;1;9;0;0;0;0;;0;0;0;0
[0201A68A];0;7;TestJoelDLC01;Quick Test Cell;;;DefaultLightingTemplate;AAAPurkeyCave01;;;2;340;22;0;0;3;DLC1LvlSoulCairnBonemanMeleeAmbush,DLC1LvlSoulCairnBonemanMissileAmbush,DLC1LvlSoulCairnWrathmanAmbush;3;4;5;3
[000BE46A];0;7;Mzinchaleft02;Mzinchaleft Depths;;MzinchaleftLocation;IlinaltasDeep_LightingTemplateFar;FalmerImageSpaceSuperFar01;IntDungeonDwemerLarge;MUSDungeonFort;0;0;0;0;0;0;;0;0;0;0
[0001522A];0;7;Ragnvald01;Ragnvald Temple;;RagnvaldLocation;DraugrPriestClose;BleakFallsBarrowImagespace01;IntDungeonCatacombsAcousticSpace;MUSDungeon;0;0;0;0;0;0;;0;0;0;0
[020181C8];0;6;DLC1HunterCave02;Dead Drop Mine;;DLC1DeadDropFallsLocation;GreenCaveCloseDark;CaveImageSpace;IntDungeonCave;MUSDungeonFort;1;316;6;0;0;0;;14;3;6;27
[0007614C];0;6;Irkngthand02;Irkngthand Grand Cavern;;IrkngthandLocation;DwarvenLightingFar;FalmerImageSpaceFar01;IntDungeonDwemerMedium;MUSDungeonFort;0;24;8;0;0;1;DLC1LvlChaurusHunterCocoonAmbushLevelGated;0;0;1;0
[000165A8];0;6;WhiterunBreezehome;Breezehome;;WhiterunBreezehomeLocation;WhiteRunIntLightingTemplate;WhiteRunIntIS;IntRoomWoodMediumAcousticSpace;MUSTownTest;2;1;1;0;0;0;;0;0;0;0
[00050F1E];0;5;AbandonedShackInterior;Abandoned Shack;;AbandonedShackInteriorLocation;DarklightTowerTemplate;AbandonedShackImagespace;IntRoomWoodMarshShack;_NONE;0;1;1;0;0;0;;0;0;0;0
[01002FD0];0;4;ccPlaceholder02Interior01;Creation Club Cell;;;DefaultLightingTemplate;AAAPurkeyCave01;;;0;1;1;0;0;0;;0;0;0;0
[000275D8];0;4;TolvaldsCave03;Tolvald's Crossing;;TolvaldsCaveLocation;FalmerTemplateClose;FalmerImageSpace01;IntDungeonCave;MUSDungeonCave;0;21;8;0;0;1;DLC1LvlChaurusHunterCocoonAmbushLevelGated;1;0;1;0
[0200285A];0;3;DLC1VampireCastleDungeon02;Volkihar Ruins;;DLC1VampireCastleDungeonLocation;DLC1VolkhairCastleLT;CastleVampireIS;IntDungeonFortAcousticSpace;MUSDungeonDLCVampireCastle;1;3598;277;0;7;29;DLC1LvlGargoyle_Ambush,DLC1VCSkeletonMage_Ambush,DLC1VCSkeletonWarrior1h1,DLC1VCSkeletonWarrior1h1_Ambush,DLC1VCSkeletonWarrior1h2_Ambush,DLC1VCSkeletonWarrior2h,DLC1VCSkeletonWarrior2h_Ambush,DLC1VCSkeletonWarriorMissile1,DLC1VCSkeletonWarriorMissile1_Ambush,DLC1VCSkeletonWarriorMissile2,DLC1VCSkeletonWarriorMissile2_Ambush,EncSkeleton01AmbushMelee1H,EncSkeleton01AmbushMelee1HShield,EncSkeleton01AmbushMissile;77;6;86;16
[0200140A];0;3;DLC1Arkngthamz01;Arkngthamz;;DLC1ArkngthamzLocation;DLC1ArkngthamzFar;DwarvenImagespace01;IntDungeonCave;MUSDungeonCave;6;3597;249;0;22;51;DLC1ArkngthamzAdventurer,DLC1EncChaurusHunterAmbush,DLC1LD_Katria,DLC1LD_KatriaCorpse,DLC1LvlChaurusHunter,EncChaurus,LvlChaurus,LvlDwarvenCenturionAmbush,LvlDwarvenSphereAmbush,LvlDwarvenSpiderAmbush,LvlFalmerAmbushMelee,LvlFalmerAmbushMissile,LvlFalmerMelee,LvlFalmerMissile,TreasCorpseDwarvenCenturion,TreasCorpseDwarvenSphere,TreasCorpseDwarvenSpider,TreasCorpseFalmer,TreasCorpseSkeletonRigid;133;68;21;16
[0200792C];0;2;TestTony;Swindler's Den;;SwindlersDenLocation;AlikrBaseLightingTemplate;CaveImageSpace;IntDungeonCave;MUSDungeonCave;0;295;0;0;0;1;TestCarryFirewood;1;0;4;3
[02001DBA];0;1;DLC1DawnguardHQ01;Fort Dawnguard;;DLC1HunterHQLocationInterior;AlikrBaseLightingTemplate;CaveImageSpace;IntRoomStoneMediumAcousticSpace;MUSCastle;1;1614;131;0;21;16;DLC1Agmaer,DLC1Beleval,DLC1Celann,DLC1Durak,DLC1EncTrollArmoredTamed,DLC1FlorentiusBaenius,DLC1Gunmar,DLC1HireableHunterDog1,DLC1HireableHunterDog2,DLC1Ingjard,DLC1Isran,DLC1SorineJurard,DLC1VigilantTolan,PlayerHouseMannequin;26;10;46;114
[02015054];0;0;DLC1VQHoldingCell;DLC1 Item Holding Cell;;;;;;;0;23;2;0;0;0;;0;0;0;1
[0200477C];0;0;XTestRyanInt;Salvatore's Test Cell;;;;TestGrantIntIS;;;5;69;1;0;0;0;;2;0;0;0
